Market Price,Rarity_Common,Rarity_Holo Rare,Rarity_Prism Rare,Rarity_Promo,Rarity_Rare,Rarity_Rare Ace,Rarity_Rare BREAK,Rarity_Secret Rare,Rarity_Shiny Holo Rare,Rarity_Ultra Rare,Rarity_Uncommon,Card Type_Item,Card Type_Pokemon,Card Type_Stadium,Card Type_Supporter,Card Type_Tool
0.26,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.08,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.06,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11.28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9.54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8.59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5.97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4.49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2400.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2266.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1995.01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1199.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1199.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1099.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1056.25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
999.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
859.24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
750.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
749.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
742.27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
700.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
699.21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
637.48,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
584.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
579.28,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
572.47,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
559.54,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
552.49,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
549.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
500.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
500.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
499.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
497.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
492.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
475.07,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
450.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
436.68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
415.86,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
414.86,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
400.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
400.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
399.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
399.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399.99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
399.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
391.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
390.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
384.25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
375.22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
357.82,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
354.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
349.99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
325.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
321.35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
311.82,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
308.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
300.98,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
300.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
300.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
300.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
300.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
299.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
299.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
299.98,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
299.97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299.95,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
291.33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
289.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
283.39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
281.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
279.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278.68,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
277.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
270.31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
269.62,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
261.98,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
259.97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
256.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
249.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
249.99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
249.97,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
249.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
243.87,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
235.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
235.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234.99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
230.13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
228.29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
226.11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
224.99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
224.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
222.91,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
221.54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
217.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
217.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
213.74,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
209.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
207.22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
205.51,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
205.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204.39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
203.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
203.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200.74,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
200.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
200.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
200.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
199.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
199.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
197.98,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
196.69,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
193.67,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
193.33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
193.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
192.91,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
190.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189.47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
188.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
184.37,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
183.33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
182.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179.97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179.69,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
178.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178.42,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
175.71,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175.54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
175.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
175.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
174.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
174.39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
169.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
168.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
161.24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
160.45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
160.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
159.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
159.57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
159.04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155.83,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
154.46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
153.47,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
152.49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152.48,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
152.34,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
151.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150.57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150.19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
150.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
150.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
150.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
149.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
149.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
149.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
149.99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
149.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148.98,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
148.97,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
146.32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
145.99,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
144.48,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
142.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
141.89,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
141.72,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137.68,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
137.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
136.68,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
134.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134.97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134.91,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
134.35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133.71,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
133.11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
132.71,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
130.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
